id_conso,id_magasin,id_produit,date_conso,montant_ca,montant_vente,montant_marge_brute,type_conso
1019,43,3,10/2024,55.8,9.0,1.27,O
1020,43,3,09/2024,68.2,11.0,0.83,O
1021,43,3,08/2024,24.8,4.0,2.0,R
1022,43,3,04/2024,49.6,8.0,1.0,R
1023,43,3,12/2024,99.2,16.0,1.2,R
1024,43,3,02/2024,24.8,4.0,1.0,R
1025,43,3,01/2024,18.6,3.0,1.4,R
1026,43,3,07/2024,31.0,5.0,1.6,R
1027,43,3,06/2024,24.8,4.0,1.6,R
1028,43,3,05/2024,12.4,2.0,0.8,R
1029,43,3,03/2024,37.2,6.0,2.6,R
1030,43,3,11/2024,12.4,2.0,1.5,R
1031,43,3,10/2024,111.6,18.0,1.1,R
1032,43,3,09/2024,142.6,23.0,1.1,R
1033,44,3,08/2024,101.9,20.0,0.91,O
1034,44,3,04/2024,107.0,21.0,0.89,O
1035,44,3,12/2024,132.5,26.0,0.68,O
1036,44,3,02/2024,66.3,13.0,1.78,O
1037,44,3,01/2024,66.3,13.0,1.11,O
1038,44,3,07/2024,25.5,5.0,0.93,O
1039,44,3,06/2024,71.4,14.0,0.75,O
1040,44,3,05/2024,56.1,11.0,0.38,O
1041,44,3,03/2024,51.0,10.0,1.25,O
1042,44,3,11/2024,40.8,8.0,4.27,O
1043,44,3,10/2024,71.4,14.0,0.68,O
1044,44,3,09/2024,96.8,19.0,1.89,O
1045,44,3,08/2024,56.1,11.0,0.9,R
1046,44,3,04/2024,209.0,41.0,1.1,R
1047,44,3,12/2024,173.3,34.0,1.3,R
1048,44,3,02/2024,61.2,12.0,2.0,R
1049,44,3,01/2024,81.6,16.0,1.0,R
1050,44,3,07/2024,40.8,8.0,0.9,R
1051,44,3,06/2024,127.4,25.0,0.9,R
1052,44,3,05/2024,66.3,13.0,0.6,R
1053,44,3,03/2024,61.2,12.0,1.5,R
1054,44,3,11/2024,45.9,9.0,2.4,R
1055,44,3,10/2024,40.8,8.0,1.1,R
1056,44,3,09/2024,51.0,10.0,1.2,R
1057,45,3,08/2024,159.8,24.0,2.41,O
1058,45,3,04/2024,213.1,32.0,3.08,O
1059,45,3,12/2024,166.5,25.0,3.05,O
1060,45,3,02/2024,206.5,31.0,2.23,O
1061,45,3,01/2024,186.5,28.0,1.99,O
1062,45,3,07/2024,119.9,18.0,1.74,O
1063,45,3,06/2024,119.9,18.0,3.52,O
1064,45,3,05/2024,79.9,12.0,1.79,O
1065,45,3,03/2024,86.6,13.0,2.18,O
1066,45,3,11/2024,126.5,19.0,1.33,O
1067,45,3,10/2024,186.5,28.0,1.95,O
1068,45,3,09/2024,233.1,35.0,0.63,O
1069,45,3,08/2024,213.1,32.0,2.0,R
1070,45,3,04/2024,226.4,34.0,2.1,R
1071,45,3,12/2024,93.2,14.0,2.4,R
1072,45,3,02/2024,106.6,16.0,2.9,R
1073,45,3,01/2024,173.2,26.0,1.6,R
1074,45,3,07/2024,113.2,17.0,1.6,R
1075,45,3,06/2024,139.9,21.0,1.9,R
1076,45,3,05/2024,53.3,8.0,1.8,R
1077,45,3,03/2024,53.3,8.0,2.3,R
1078,45,3,11/2024,66.6,10.0,1.1,R
1079,45,3,10/2024,146.5,22.0,2.3,R
1080,45,3,09/2024,119.9,18.0,1.1,R
1081,46,3,08/2024,350.5,90.0,1.16,O
1082,46,3,04/2024,194.7,50.0,1.73,O
1083,46,3,12/2024,401.2,103.0,2.92,O
1084,46,3,02/2024,148.0,38.0,0.9,O
1085,46,3,01/2024,237.6,61.0,3.84,O
1086,46,3,07/2024,132.4,34.0,1.91,O
1087,46,3,06/2024,148.0,38.0,2.27,O
1088,46,3,05/2024,331.1,85.0,0.99,O
1089,46,3,03/2024,136.3,35.0,2.48,O
1090,46,3,11/2024,136.3,35.0,1.4,O
1091,46,3,10/2024,187.0,48.0,1.43,O
1092,46,3,09/2024,342.7,88.0,2.88,O
1093,46,3,08/2024,409.0,105.0,1.7,R
1094,46,3,04/2024,194.7,50.0,1.5,R
1095,46,3,12/2024,557.0,143.0,2.9,R
1096,46,3,02/2024,268.7,69.0,1.3,R
1097,46,3,01/2024,350.5,90.0,2.4,R
1098,46,3,07/2024,101.3,26.0,2.8,R
1099,46,3,06/2024,167.5,43.0,2.1,R
1100,46,3,05/2024,346.6,89.0,1.7,R
1101,46,3,03/2024,70.1,18.0,2.3,R
1102,46,3,11/2024,159.7,41.0,2.1,R
1103,46,3,10/2024,194.7,50.0,2.6,R
1104,46,3,09/2024,424.5,109.0,2.7,R
1105,47,3,08/2024,93.2,11.0,0.46,O
1106,47,3,04/2024,0.0,0.0,1.16,O
1107,47,3,12/2024,262.5,31.0,1.45,O
1108,47,3,02/2024,0.0,0.0,1.38,O
1109,47,3,01/2024,0.0,0.0,2.1,O
1110,47,3,07/2024,76.2,9.0,1.43,O
1111,47,3,06/2024,135.5,16.0,1.3,O
1112,47,3,05/2024,76.2,9.0,0.68,O
1113,47,3,03/2024,0.0,0.0,3.11,O
1114,47,3,11/2024,127.0,15.0,1.75,O
1115,47,3,10/2024,279.5,33.0,2.69,O
1116,47,3,09/2024,330.3,39.0,1.33,O
1117,47,3,08/2024,67.8,8.0,0.9,R
1118,47,3,04/2024,8.5,1.0,1.6,R
1119,47,3,12/2024,144.0,17.0,1.6,R
1120,47,3,02/2024,0.0,0.0,1.4,R
1121,47,3,01/2024,0.0,0.0,1.2,R
1122,47,3,07/2024,50.8,6.0,0.8,R
1123,47,3,06/2024,211.7,25.0,1.5,R
1124,47,3,05/2024,93.2,11.0,1.4,R
1125,47,3,03/2024,0.0,0.0,3.3,R
1126,47,3,11/2024,144.0,17.0,1.5,R
1127,47,3,10/2024,254.1,30.0,2.1,R
1128,47,3,09/2024,415.0,49.0,2.4,R
1129,48,3,08/2024,500.8,116.0,1.04,O
1130,48,3,04/2024,453.3,105.0,0.86,O
1131,48,3,12/2024,228.8,53.0,0.87,O
1132,48,3,02/2024,181.3,42.0,0.94,O
1133,48,3,01/2024,449.0,104.0,1.36,O
1134,48,3,07/2024,125.2,29.0,1.55,O
1135,48,3,06/2024,302.2,70.0,1.0,O
1136,48,3,05/2024,181.3,42.0,0.99,O
1137,48,3,03/2024,341.0,79.0,1.32,O
1138,48,3,11/2024,215.8,50.0,1.74,O
1139,48,3,10/2024,284.9,66.0,1.0,O
1140,48,3,09/2024,366.9,85.0,0.79,O
1141,48,3,08/2024,392.8,91.0,0.7,R
1142,48,3,04/2024,449.0,104.0,1.0,R
1143,48,3,12/2024,276.3,64.0,1.3,R
1144,48,3,02/2024,172.7,40.0,0.6,R
1145,48,3,01/2024,440.3,102.0,1.4,R
1146,48,3,07/2024,159.7,37.0,1.5,R
1147,48,3,06/2024,310.8,72.0,0.8,R
1148,48,3,05/2024,107.9,25.0,1.4,R
1149,48,3,03/2024,332.4,77.0,1.2,R
1150,48,3,11/2024,224.5,52.0,1.4,R
1151,48,3,10/2024,168.4,39.0,1.3,R
1152,48,3,09/2024,552.6,128.0,1.0,R
1,1,1,08/2025,771.0,119.0,-0.29,O
2,1,1,04/2025,16.7,42.0,0.15,O
3,1,1,12/2025,294.5,95.0,0.31,O
4,1,1,02/2025,750.0,144.0,0.0,O
5,1,1,01/2025,1092.0,115.0,-0.55,O
6,1,1,07/2025,439.4,92.0,1.36,O
7,1,1,06/2025,14.7,19.0,3.91,O
8,1,1,05/2025,65.4,7.0,-0.74,O
9,1,1,03/2025,323.8,35.0,2.52,O
10,1,1,11/2025,52.5,13.0,2.83,O
11,1,1,10/2025,269.1,122.0,-0.36,O
12,1,1,09/2025,244.5,146.0,-0.79,O
13,1,1,08/2025,,,,R
14,1,1,04/2025,,,,R
15,1,1,12/2025,,,,R
16,1,1,02/2025,,,,R
17,1,1,01/2025,,,,R
18,1,1,07/2025,,,,R
19,1,1,06/2025,,,,R
20,1,1,05/2025,,,,R
21,1,1,03/2025,,,,R
22,1,1,11/2025,,,,R
23,1,1,10/2025,,,,R
24,1,1,09/2025,,,,R
25,2,1,08/2025,112.6,34.0,-1.92,O
26,2,1,04/2025,600.3,127.0,0.65,O
27,2,1,12/2025,178.0,134.0,0.48,O
28,2,1,02/2025,502.4,76.0,0.02,O
29,2,1,01/2025,437.0,87.0,2.73,O
30,2,1,07/2025,964.6,115.0,0.23,O
31,2,1,06/2025,34.5,62.0,0.75,O
32,2,1,05/2025,619.8,86.0,3.86,O
33,2,1,03/2025,92.2,27.0,0.02,O
34,2,1,11/2025,171.1,28.0,0.68,O
35,2,1,10/2025,352.3,65.0,0.57,O
36,2,1,09/2025,379.1,54.0,0.09,O
37,2,1,08/2025,,,,R
38,2,1,04/2025,,,,R
39,2,1,12/2025,,,,R
40,2,1,02/2025,,,,R
41,2,1,01/2025,,,,R
42,2,1,07/2025,,,,R
43,2,1,06/2025,,,,R
44,2,1,05/2025,,,,R
45,2,1,03/2025,,,,R
46,2,1,11/2025,,,,R
47,2,1,10/2025,,,,R
48,2,1,09/2025,,,,R
49,3,1,08/2025,1292.7,139.0,1.7,O
50,3,1,04/2025,982.0,125.0,0.05,O
51,3,1,12/2025,220.1,27.0,0.0,O
52,3,1,02/2025,386.3,85.0,2.21,O
53,3,1,01/2025,19.0,11.0,-0.02,O
54,3,1,07/2025,77.0,9.0,1.98,O
55,3,1,06/2025,786.2,143.0,-0.6,O
56,3,1,05/2025,1024.6,118.0,2.29,O
57,3,1,03/2025,352.1,87.0,0.0,O
58,3,1,11/2025,14.2,100.0,1.45,O
59,3,1,10/2025,81.7,50.0,1.81,O
60,3,1,09/2025,91.5,110.0,-0.5,O
61,3,1,08/2025,,,,R
62,3,1,04/2025,,,,R
63,3,1,12/2025,,,,R
64,3,1,02/2025,,,,R
65,3,1,01/2025,,,,R
66,3,1,07/2025,,,,R
67,3,1,06/2025,,,,R
68,3,1,05/2025,,,,R
69,3,1,03/2025,,,,R
70,3,1,11/2025,,,,R
71,3,1,10/2025,,,,R
72,3,1,09/2025,,,,R
73,4,1,08/2025,69.5,28.0,-0.84,O
74,4,1,04/2025,323.0,126.0,-0.78,O
75,4,1,12/2025,120.9,43.0,3.97,O
76,4,1,02/2025,372.2,124.0,0.97,O
77,4,1,01/2025,974.9,127.0,0.85,O
78,4,1,07/2025,10.0,114.0,0.0,O
79,4,1,06/2025,68.1,19.0,-0.76,O
80,4,1,05/2025,113.4,14.0,2.91,O
81,4,1,03/2025,304.7,121.0,0.19,O
82,4,1,11/2025,32.9,50.0,-0.1,O
83,4,1,10/2025,85.2,14.0,0.75,O
84,4,1,09/2025,983.4,135.0,-1.19,O
85,4,1,08/2025,,,,R
86,4,1,04/2025,,,,R
87,4,1,12/2025,,,,R
88,4,1,02/2025,,,,R
89,4,1,01/2025,,,,R
90,4,1,07/2025,,,,R
91,4,1,06/2025,,,,R
92,4,1,05/2025,,,,R
93,4,1,03/2025,,,,R
94,4,1,11/2025,,,,R
95,4,1,10/2025,,,,R
96,4,1,09/2025,,,,R
97,5,1,08/2025,596.5,64.0,-0.24,O
98,5,1,04/2025,50.6,31.0,0.0,O
99,5,1,12/2025,509.1,108.0,-1.13,O
100,5,1,02/2025,86.2,17.0,-1.58,O
101,5,1,01/2025,518.2,120.0,0.38,O
102,5,1,07/2025,1199.3,141.0,-0.02,O
103,5,1,06/2025,57.4,26.0,1.08,O
104,5,1,05/2025,341.2,135.0,0.51,O
105,5,1,03/2025,401.3,148.0,0.67,O
106,5,1,11/2025,178.3,70.0,2.49,O
107,5,1,10/2025,342.2,46.0,0.68,O
108,5,1,09/2025,636.8,118.0,0.8,O
109,5,1,08/2025,,,,R
110,5,1,04/2025,,,,R
111,5,1,12/2025,,,,R
112,5,1,02/2025,,,,R
113,5,1,01/2025,,,,R
114,5,1,07/2025,,,,R
115,5,1,06/2025,,,,R
116,5,1,05/2025,,,,R
117,5,1,03/2025,,,,R
118,5,1,11/2025,,,,R
119,5,1,10/2025,,,,R
120,5,1,09/2025,,,,R
121,6,1,08/2025,161.5,54.0,2.51,O
122,6,1,04/2025,25.5,112.0,-1.29,O
123,6,1,12/2025,239.4,31.0,-0.43,O
124,6,1,02/2025,30.8,24.0,0.0,O
125,6,1,01/2025,192.5,42.0,-0.66,O
126,6,1,07/2025,946.1,110.0,0.0,O
127,6,1,06/2025,163.2,35.0,0.95,O
128,6,1,05/2025,631.6,76.0,1.21,O
129,6,1,03/2025,303.9,39.0,0.19,O
130,6,1,11/2025,88.1,119.0,-0.68,O
131,6,1,10/2025,32.0,12.0,0.11,O
132,6,1,09/2025,20.9,4.0,0.99,O
133,6,1,08/2025,,,,R
134,6,1,04/2025,,,,R
135,6,1,12/2025,,,,R
136,6,1,02/2025,,,,R
137,6,1,01/2025,,,,R
138,6,1,07/2025,,,,R
139,6,1,06/2025,,,,R
140,6,1,05/2025,,,,R
141,6,1,03/2025,,,,R
142,6,1,11/2025,,,,R
143,6,1,10/2025,,,,R
144,6,1,09/2025,,,,R
145,7,1,08/2025,1165.3,117.0,-0.47,O
146,7,1,04/2025,415.8,74.0,0.37,O
147,7,1,12/2025,648.6,75.0,0.76,O
148,7,1,02/2025,180.3,33.0,0.0,O
149,7,1,01/2025,373.8,38.0,4.08,O
150,7,1,07/2025,935.7,120.0,1.77,O
151,7,1,06/2025,235.1,90.0,1.11,O
152,7,1,05/2025,252.7,39.0,1.42,O
153,7,1,03/2025,488.4,83.0,0.46,O
154,7,1,11/2025,731.9,124.0,0.0,O
155,7,1,10/2025,32.3,9.0,2.82,O
156,7,1,09/2025,865.5,119.0,0.56,O
157,7,1,08/2025,,,,R
158,7,1,04/2025,,,,R
159,7,1,12/2025,,,,R
160,7,1,02/2025,,,,R
161,7,1,01/2025,,,,R
162,7,1,07/2025,,,,R
163,7,1,06/2025,,,,R
164,7,1,05/2025,,,,R
165,7,1,03/2025,,,,R
166,7,1,11/2025,,,,R
167,7,1,10/2025,,,,R
168,7,1,09/2025,,,,R
169,8,1,08/2025,430.9,45.0,0.19,O
170,8,1,04/2025,460.2,110.0,0.61,O
171,8,1,12/2025,75.2,85.0,-0.42,O
172,8,1,02/2025,1363.9,149.0,-0.91,O
173,8,1,01/2025,19.8,10.0,-0.06,O
174,8,1,07/2025,596.9,63.0,-0.6,O
175,8,1,06/2025,542.2,57.0,-1.16,O
176,8,1,05/2025,400.7,59.0,0.0,O
177,8,1,03/2025,298.7,107.0,0.83,O
178,8,1,11/2025,6.8,9.0,-0.32,O
179,8,1,10/2025,8.2,99.0,0.0,O
180,8,1,09/2025,957.4,127.0,0.0,O
181,8,1,08/2025,,,,R
182,8,1,04/2025,,,,R
183,8,1,12/2025,,,,R
184,8,1,02/2025,,,,R
185,8,1,01/2025,,,,R
186,8,1,07/2025,,,,R
187,8,1,06/2025,,,,R
188,8,1,05/2025,,,,R
189,8,1,03/2025,,,,R
190,8,1,11/2025,,,,R
191,8,1,10/2025,,,,R
192,8,1,09/2025,,,,R
193,9,1,08/2025,73.7,22.0,0.0,O
194,9,1,04/2025,506.2,100.0,-0.13,O
195,9,1,12/2025,672.9,80.0,0.31,O
196,9,1,02/2025,234.5,143.0,0.67,O
197,9,1,01/2025,372.4,72.0,1.12,O
198,9,1,07/2025,215.7,142.0,2.4,O
199,9,1,06/2025,339.1,140.0,-0.84,O
200,9,1,05/2025,158.0,68.0,1.49,O
201,9,1,03/2025,499.7,102.0,0.1,O
202,9,1,11/2025,231.0,59.0,0.0,O
203,9,1,10/2025,275.1,113.0,0.84,O
204,9,1,09/2025,534.6,131.0,0.22,O
205,9,1,08/2025,,,,R
206,9,1,04/2025,,,,R
207,9,1,12/2025,,,,R
208,9,1,02/2025,,,,R
209,9,1,01/2025,,,,R
210,9,1,07/2025,,,,R
211,9,1,06/2025,,,,R
212,9,1,05/2025,,,,R
213,9,1,03/2025,,,,R
214,9,1,11/2025,,,,R
215,9,1,10/2025,,,,R
216,9,1,09/2025,,,,R
217,10,1,08/2025,158.2,38.0,3.49,O
218,10,1,04/2025,0.0,0.0,0.0,O
219,10,1,12/2025,293.4,37.0,1.22,O
220,10,1,02/2025,105.4,39.0,3.44,O
221,10,1,01/2025,525.8,136.0,0.55,O
222,10,1,07/2025,161.7,51.0,1.76,O
223,10,1,06/2025,3.8,35.0,2.07,O
224,10,1,05/2025,1070.8,126.0,-0.29,O
225,10,1,03/2025,905.1,94.0,-0.85,O
226,10,1,11/2025,814.8,86.0,0.0,O
227,10,1,10/2025,57.3,36.0,-0.35,O
228,10,1,09/2025,227.4,66.0,0.54,O
229,10,1,08/2025,,,,R
230,10,1,04/2025,,,,R
231,10,1,12/2025,,,,R
232,10,1,02/2025,,,,R
233,10,1,01/2025,,,,R
234,10,1,07/2025,,,,R
235,10,1,06/2025,,,,R
236,10,1,05/2025,,,,R
237,10,1,03/2025,,,,R
238,10,1,11/2025,,,,R
239,10,1,10/2025,,,,R
240,10,1,09/2025,,,,R
241,11,1,08/2025,523.9,67.0,0.0,O
242,11,1,04/2025,39.3,11.0,0.8,O
243,11,1,12/2025,355.9,73.0,1.62,O
244,11,1,02/2025,171.1,58.0,1.58,O
245,11,1,01/2025,0.0,0.0,0.07,O
246,11,1,07/2025,232.5,52.0,0.94,O
247,11,1,06/2025,193.3,81.0,-0.24,O
248,11,1,05/2025,183.1,118.0,-0.67,O
249,11,1,03/2025,161.5,80.0,-0.07,O
250,11,1,11/2025,55.6,10.0,0.0,O
251,11,1,10/2025,168.2,75.0,0.95,O
252,11,1,09/2025,1223.8,130.0,0.0,O
253,11,1,08/2025,,,,R
254,11,1,04/2025,,,,R
255,11,1,12/2025,,,,R
256,11,1,02/2025,,,,R
257,11,1,01/2025,,,,R
258,11,1,07/2025,,,,R
259,11,1,06/2025,,,,R
260,11,1,05/2025,,,,R
261,11,1,03/2025,,,,R
262,11,1,11/2025,,,,R
263,11,1,10/2025,,,,R
264,11,1,09/2025,,,,R
265,12,1,08/2025,245.7,78.0,0.82,O
266,12,1,04/2025,425.6,51.0,-1.53,O
267,12,1,12/2025,165.1,59.0,0.0,O
268,12,1,02/2025,762.2,146.0,1.71,O
269,12,1,01/2025,101.0,14.0,3.43,O
270,12,1,07/2025,174.1,54.0,3.96,O
271,12,1,06/2025,22.8,16.0,-0.04,O
272,12,1,05/2025,861.2,145.0,0.95,O
273,12,1,03/2025,321.8,37.0,-0.58,O
274,12,1,11/2025,237.5,117.0,0.0,O
275,12,1,10/2025,202.0,54.0,4.42,O
276,12,1,09/2025,438.6,76.0,0.0,O
277,12,1,08/2025,,,,R
278,12,1,04/2025,,,,R
279,12,1,12/2025,,,,R
280,12,1,02/2025,,,,R
281,12,1,01/2025,,,,R
282,12,1,07/2025,,,,R
283,12,1,06/2025,,,,R
284,12,1,05/2025,,,,R
285,12,1,03/2025,,,,R
286,12,1,11/2025,,,,R
287,12,1,10/2025,,,,R
288,12,1,09/2025,,,,R
289,13,1,08/2025,282.2,64.0,0.2,O
290,13,1,04/2025,701.7,125.0,0.92,O
291,13,1,12/2025,543.6,111.0,4.0,O
292,13,1,02/2025,5.3,7.0,0.84,O
293,13,1,01/2025,13.2,24.0,0.24,O
294,13,1,07/2025,68.7,31.0,0.21,O
295,13,1,06/2025,23.4,6.0,-0.85,O
296,13,1,05/2025,104.9,64.0,1.11,O
297,13,1,03/2025,6.7,34.0,0.0,O
298,13,1,11/2025,247.6,35.0,0.59,O
299,13,1,10/2025,964.6,119.0,0.68,O
300,13,1,09/2025,477.5,69.0,0.62,O
301,13,1,08/2025,,,,R
302,13,1,04/2025,,,,R
303,13,1,12/2025,,,,R
304,13,1,02/2025,,,,R
305,13,1,01/2025,,,,R
306,13,1,07/2025,,,,R
307,13,1,06/2025,,,,R
308,13,1,05/2025,,,,R
309,13,1,03/2025,,,,R
310,13,1,11/2025,,,,R
311,13,1,10/2025,,,,R
312,13,1,09/2025,,,,R
313,14,1,08/2025,715.5,92.0,2.55,O
314,14,1,04/2025,587.8,72.0,-0.52,O
315,14,1,12/2025,342.0,50.0,0.68,O
316,14,1,02/2025,357.1,103.0,0.17,O
317,14,1,01/2025,64.4,46.0,0.0,O
318,14,1,07/2025,816.5,87.0,0.0,O
319,14,1,06/2025,73.8,21.0,0.0,O
320,14,1,05/2025,317.3,34.0,1.27,O
321,14,1,03/2025,350.6,77.0,4.85,O
322,14,1,11/2025,126.6,13.0,-1.8,O
323,14,1,10/2025,86.9,62.0,0.58,O
324,14,1,09/2025,721.7,123.0,-0.63,O
325,14,1,08/2025,,,,R
326,14,1,04/2025,,,,R
327,14,1,12/2025,,,,R
328,14,1,02/2025,,,,R
329,14,1,01/2025,,,,R
330,14,1,07/2025,,,,R
331,14,1,06/2025,,,,R
332,14,1,05/2025,,,,R
333,14,1,03/2025,,,,R
334,14,1,11/2025,,,,R
335,14,1,10/2025,,,,R
336,14,1,09/2025,,,,R
337,15,1,08/2025,342.6,91.0,1.98,O
338,15,1,04/2025,495.3,106.0,1.49,O
339,15,1,12/2025,158.3,80.0,1.03,O
340,15,1,02/2025,90.2,19.0,2.3,O
341,15,1,01/2025,621.0,116.0,1.02,O
342,15,1,07/2025,1321.6,147.0,1.2,O
343,15,1,06/2025,414.8,56.0,0.34,O
344,15,1,05/2025,430.3,110.0,1.47,O
345,15,1,03/2025,445.6,66.0,0.28,O
346,15,1,11/2025,47.5,11.0,2.25,O
347,15,1,10/2025,544.1,111.0,0.16,O
348,15,1,09/2025,1036.1,136.0,0.04,O
349,15,1,08/2025,,,,R
350,15,1,04/2025,,,,R
351,15,1,12/2025,,,,R
352,15,1,02/2025,,,,R
353,15,1,01/2025,,,,R
354,15,1,07/2025,,,,R
355,15,1,06/2025,,,,R
356,15,1,05/2025,,,,R
357,15,1,03/2025,,,,R
358,15,1,11/2025,,,,R
359,15,1,10/2025,,,,R
360,15,1,09/2025,,,,R
361,16,1,08/2025,111.4,39.0,3.85,O
362,16,1,04/2025,39.9,61.0,0.15,O
363,16,1,12/2025,1132.9,138.0,-0.39,O
364,16,1,02/2025,43.3,5.0,0.0,O
365,16,1,01/2025,172.6,57.0,-1.57,O
366,16,1,07/2025,194.0,20.0,-0.88,O
367,16,1,06/2025,6.2,1.0,0.08,O
368,16,1,05/2025,52.4,93.0,-0.3,O
369,16,1,03/2025,1041.9,136.0,1.64,O
370,16,1,11/2025,111.4,30.0,3.77,O
371,16,1,10/2025,663.0,105.0,0.51,O
372,16,1,09/2025,163.3,145.0,0.0,O
373,16,1,08/2025,,,,R
374,16,1,04/2025,,,,R
375,16,1,12/2025,,,,R
376,16,1,02/2025,,,,R
377,16,1,01/2025,,,,R
378,16,1,07/2025,,,,R
379,16,1,06/2025,,,,R
380,16,1,05/2025,,,,R
381,16,1,03/2025,,,,R
382,16,1,11/2025,,,,R
383,16,1,10/2025,,,,R
384,16,1,09/2025,,,,R
385,17,1,08/2025,586.5,117.0,0.0,O
386,17,1,04/2025,58.8,11.0,-0.97,O
387,17,1,12/2025,1136.2,147.0,-0.09,O
388,17,1,02/2025,0.0,0.0,1.11,O
389,17,1,01/2025,365.2,111.0,0.0,O
390,17,1,07/2025,381.2,79.0,1.94,O
391,17,1,06/2025,390.0,61.0,3.14,O
392,17,1,05/2025,959.8,135.0,0.31,O
393,17,1,03/2025,34.1,5.0,2.41,O
394,17,1,11/2025,274.2,93.0,0.87,O
395,17,1,10/2025,66.6,61.0,-0.64,O
396,17,1,09/2025,222.0,38.0,0.96,O
397,17,1,08/2025,,,,R
398,17,1,04/2025,,,,R
399,17,1,12/2025,,,,R
400,17,1,02/2025,,,,R
401,17,1,01/2025,,,,R
402,17,1,07/2025,,,,R
403,17,1,06/2025,,,,R
404,17,1,05/2025,,,,R
405,17,1,03/2025,,,,R
406,17,1,11/2025,,,,R
407,17,1,10/2025,,,,R
408,17,1,09/2025,,,,R
409,18,1,08/2025,771.5,123.0,-0.57,O
410,18,1,04/2025,353.6,36.0,0.95,O
411,18,1,12/2025,135.4,18.0,0.0,O
412,18,1,02/2025,283.7,36.0,-1.81,O
413,18,1,01/2025,326.7,125.0,1.96,O
414,18,1,07/2025,1192.2,145.0,0.47,O
415,18,1,06/2025,84.6,16.0,0.08,O
416,18,1,05/2025,74.7,78.0,4.37,O
417,18,1,03/2025,60.8,15.0,-0.64,O
418,18,1,11/2025,127.0,121.0,0.55,O
419,18,1,10/2025,249.8,109.0,0.04,O
420,18,1,09/2025,716.1,89.0,1.67,O
421,18,1,08/2025,,,,R
422,18,1,04/2025,,,,R
423,18,1,12/2025,,,,R
424,18,1,02/2025,,,,R
425,18,1,01/2025,,,,R
426,18,1,07/2025,,,,R
427,18,1,06/2025,,,,R
428,18,1,05/2025,,,,R
429,18,1,03/2025,,,,R
430,18,1,11/2025,,,,R
431,18,1,10/2025,,,,R
432,18,1,09/2025,,,,R
433,19,1,08/2025,592.2,140.0,0.0,O
434,19,1,04/2025,512.8,57.0,3.2,O
435,19,1,12/2025,815.8,86.0,-1.87,O
436,19,1,02/2025,523.3,74.0,0.67,O
437,19,1,01/2025,162.6,110.0,0.0,O
438,19,1,07/2025,454.8,72.0,1.95,O
439,19,1,06/2025,675.1,92.0,3.97,O
440,19,1,05/2025,15.4,23.0,-0.2,O
441,19,1,03/2025,49.2,17.0,0.28,O
442,19,1,11/2025,244.6,53.0,-0.93,O
443,19,1,10/2025,592.8,67.0,1.45,O
444,19,1,09/2025,221.0,34.0,1.56,O
445,19,1,08/2025,,,,R
446,19,1,04/2025,,,,R
447,19,1,12/2025,,,,R
448,19,1,02/2025,,,,R
449,19,1,01/2025,,,,R
450,19,1,07/2025,,,,R
451,19,1,06/2025,,,,R
452,19,1,05/2025,,,,R
453,19,1,03/2025,,,,R
454,19,1,11/2025,,,,R
455,19,1,10/2025,,,,R
456,19,1,09/2025,,,,R
457,20,1,08/2025,647.1,107.0,0.0,O
458,20,1,04/2025,237.8,92.0,4.3,O
459,20,1,12/2025,309.2,34.0,0.0,O
460,20,1,02/2025,57.4,12.0,-0.75,O
461,20,1,01/2025,184.9,48.0,1.79,O
462,20,1,07/2025,180.1,28.0,0.56,O
463,20,1,06/2025,420.8,55.0,-1.46,O
464,20,1,05/2025,894.1,111.0,1.29,O
465,20,1,03/2025,192.4,51.0,0.77,O
466,20,1,11/2025,421.4,88.0,-0.98,O
467,20,1,10/2025,75.9,66.0,0.16,O
468,20,1,09/2025,1451.3,146.0,3.29,O
469,20,1,08/2025,,,,R
470,20,1,04/2025,,,,R
471,20,1,12/2025,,,,R
472,20,1,02/2025,,,,R
473,20,1,01/2025,,,,R
474,20,1,07/2025,,,,R
475,20,1,06/2025,,,,R
476,20,1,05/2025,,,,R
477,20,1,03/2025,,,,R
478,20,1,11/2025,,,,R
479,20,1,10/2025,,,,R
480,20,1,09/2025,,,,R
481,21,1,08/2025,35.2,21.0,0.87,O
482,21,1,04/2025,751.5,120.0,-0.87,O
483,21,1,12/2025,435.1,67.0,0.28,O
484,21,1,02/2025,384.4,122.0,-1.34,O
485,21,1,01/2025,414.0,63.0,1.08,O
486,21,1,07/2025,82.7,16.0,0.91,O
487,21,1,06/2025,198.6,32.0,0.0,O
488,21,1,05/2025,29.8,5.0,1.2,O
489,21,1,03/2025,562.9,61.0,-0.47,O
490,21,1,11/2025,31.3,102.0,1.89,O
491,21,1,10/2025,928.6,120.0,0.2,O
492,21,1,09/2025,7.7,3.0,0.47,O
493,21,1,08/2025,,,,R
494,21,1,04/2025,,,,R
495,21,1,12/2025,,,,R
496,21,1,02/2025,,,,R
497,21,1,01/2025,,,,R
498,21,1,07/2025,,,,R
499,21,1,06/2025,,,,R
500,21,1,05/2025,,,,R
501,21,1,03/2025,,,,R
502,21,1,11/2025,,,,R
503,21,1,10/2025,,,,R
504,21,1,09/2025,,,,R
505,22,1,08/2025,64.7,25.0,-0.99,O
506,22,1,04/2025,8.4,52.0,-1.66,O
